from,to,value
1,1,0.0
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.0
2,1,1136.177473720873
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
3,1,201.60000000000036
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
4,5,1108.4025262791383
5,1,1108.4025262791272
5,2,0.0
5,3,0.0
5,4,0.0
5,5,0.0
